id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
158148,opel,Opel Corsa,black,04/2023,2023,20000-30000 EUR,74.0,101.0,Manual,Petrol,"5,3 l/100 km",119 g/km,20.0,GS Line + Park & Go Plus + Sitzheizung
45951,citroen,Citroen C5 Aircross,grey,09/2020,2020,20000-30000 EUR,133.0,181.0,Automatic,Hybrid,,#NAME?,25200.0,Feel Pack Hybrid Automatik/Navi/PDC
15970,audi,Audi A4,silver,12/2018,2018,20000-30000 EUR,110.0,150.0,Automatic,Petrol,"5,6 l/100 km",129 g/km,61962.0,LIMOUSINE 1.4TFSi S LINE 18Z./VC/NAV+/LED/SHZ
249454,volvo,Volvo V60,white,11/2019,2019,20000-30000 EUR,140.0,190.0,Automatic,Diesel,"4,5 l/100 km",119 g/km,100000.0,Kombi Inscription Kamera/NAVI/TOTWINKEL/LED
40563,bmw,BMW i3,black,03/2020,2020,20000-30000 EUR,125.0,170.0,Automatic,Electric,,0 g/km,42809.0,"(120 Ah), Navi Tempom.aktiv Bluetooth PDC MP3"
86656,jeep,Jeep Renegade,bronze,04/2020,2020,20000-30000 EUR,132.0,179.0,Automatic,Petrol,8 l/100 km,183 g/km,40200.0,MY20 Limited 1.3l T-GDI (180PS) 4x4
179816,seat,SEAT Leon,white,04/2017,2017,20000-30000 EUR,221.0,300.0,Manual,Petrol,7 l/100 km,161 g/km,89000.0,ST Cupra 300 | LED |Navi |Glasdach |19`Alu
150258,opel,Opel Insignia,white,04/2018,2018,20000-30000 EUR,154.0,209.0,Automatic,Diesel,"6,9 l/100 km",183 g/km,52000.0,GS 210PS Ultimate OPC-Line
185261,seat,SEAT Leon,grey,10/2021,2021,20000-30000 EUR,110.0,150.0,Automatic,Diesel,4 l/100 km,105 g/km,59000.0,Sportstourer FR|XL|Dinamica|Full LED|Kessy|
176425,renault,Renault Clio,orange,03/2022,2022,20000-30000 EUR,103.0,140.0,Manual,Petrol,"5,6 l/100 km",128 g/km,19700.0,TCE140 Intens Navi Kamera SHZ PDC Allwetter
82726,hyundai,Hyundai KONA,red,06/2022,2022,20000-30000 EUR,88.0,120.0,Manual,Petrol,"5,3 l/100 km",135 g/km,16882.0,Facelift MJ22 1.0 T-GDi
150614,opel,Opel Insignia,blue,07/2019,2019,20000-30000 EUR,154.0,209.0,Automatic,Diesel,"6,8 l/100 km",180 g/km,45821.0,Dynamic 4x4 B Sports Tourer
235429,volkswagen,Volkswagen Touran,orange,09/2017,2017,20000-30000 EUR,110.0,150.0,Manual,Diesel,"4,5 l/100 km",118 g/km,69500.0,TDI Sound 7-Si STH LED AHK Navi Pano ACC Park-A...
41341,bmw,BMW 220,brown,03/2021,2021,20000-30000 EUR,140.0,190.0,Automatic,Diesel,,#NAME?,31000.0,220d GT Aut. Navi Sitzh DAB LED NP:51.000Ä
172097,renault,Renault Koleos,blue,10/2018,2018,20000-30000 EUR,130.0,177.0,Manual,Diesel,"5,6 l/100 km",148 g/km,89961.0,2.0 dCi 4x4 Intens LED Navi Teilleder AHK
92794,kia,Kia Stonic,red,06/2023,2023,20000-30000 EUR,88.0,120.0,Automatic,Petrol,"5,7 l/100 km",129 g/km,15.0,STONIC 1.0 T-GDI 120 DCT MILD HYBRID SPIRIT MJ23 T
193038,skoda,Skoda Octavia,black,09/2017,2017,20000-30000 EUR,132.0,179.0,Automatic,Petrol,"5,8 l/100 km",#NAME?,83772.0,Octavia Combi 1.8 TSI DSG Drive
32305,bmw,BMW 730,grey,03/2014,2014,20000-30000 EUR,190.0,258.0,Automatic,Diesel,6 l/100 km,159 g/km,216300.0,d xDrive M Sport Paket/HUD/LED/SoftClose
11181,audi,Audi A3,white,05/2015,2015,20000-30000 EUR,92.0,125.0,Automatic,Petrol,"5,3 l/100 km",121 g/km,50442.0,1.4 TFSI Cabrio S tronic Ambition
152046,opel,Opel Zafira,black,09/2019,2019,20000-30000 EUR,99.0,135.0,Manual,Diesel,"5,8 l/100 km",152 g/km,69112.0,C 1.6D Edition Navi DAB PDC 16''Klima
156898,opel,Opel Combo,silver,03/2022,2022,20000-30000 EUR,81.0,110.0,Manual,Petrol,"5,3 l/100 km",121 g/km,600.0,Life E Edition*Navi*Shzg*PDC*Cam*ACA*
113074,mercedes-benz,Mercedes-Benz A 200,black,03/2013,2013,20000-30000 EUR,115.0,156.0,Manual,Petrol,"5,5 l/100 km",130 g/km,180000.0,E350 CDi Avantgarde AMG *7G Tronic*Sportpaket*
237341,volkswagen,Volkswagen CC,silver,08/2018,2018,20000-30000 EUR,135.0,184.0,Automatic,Diesel,5 l/100 km,130 g/km,42000.0,2.0 TDI BlueMotion Technology DSG
34690,bmw,BMW 320,grey,06/2016,2016,20000-30000 EUR,140.0,190.0,Manual,Diesel,"4,7 l/100 km",#NAME?,180000.0,320d Touring M Sport
211605,toyota,Toyota Yaris,white,11/2022,2022,20000-30000 EUR,85.0,116.0,Automatic,Hybrid,,0 g/km,1746.0,1.5 Hybrid Automatik 5-T®πrer Comfort
244524,volkswagen,Volkswagen T-Roc,red,06/2022,2022,20000-30000 EUR,110.0,150.0,Manual,Petrol,"5,2 l/100 km",118 g/km,20.0,1.5 TSI Life *APP*4J. Garantie*Facelift*
35597,bmw,BMW 220,white,04/2016,2016,20000-30000 EUR,135.0,184.0,Automatic,Petrol,"5,7 l/100 km",131 g/km,76600.0,i Baureihe 2 Cabrio Sport Line
137819,nissan,Nissan Juke,red,05/2023,2023,20000-30000 EUR,84.0,114.0,Manual,Petrol,5 l/100 km,120 g/km,326.0,N-Connecta Navi R®πckfahrkamera LED Winterpaket Alu
99875,mazda,Mazda CX-3,red,04/2019,2019,20000-30000 EUR,89.0,121.0,Automatic,Petrol,"6,1 l/100 km",162 g/km,32630.0,Sports-Line NAVI KLIMA HuD RfK LED DAB PDC
121145,mercedes-benz,Mercedes-Benz C 200,blue,04/2018,2018,20000-30000 EUR,135.0,184.0,Automatic,Petrol,,142 g/km,50000.0,"CGI T Avantgarde,LED,Navi,Leder,360Kam"
89086,kia,Kia Sportage,black,10/2017,2017,20000-30000 EUR,136.0,185.0,Automatic,Diesel,"6,3 l/100 km",166 g/km,77000.0,"2,0 CRDI AWD Aut. GT Line"
164270,peugeot,Peugeot,black,02/2023,2023,20000-30000 EUR,133.0,181.0,Automatic,Hybrid,,62 km Reichweite,10000.0,GT Hybrid 225 EAT
84702,jaguar,Jaguar XE,grey,11/2018,2018,20000-30000 EUR,184.0,250.0,Automatic,Petrol,,0 g/km,57000.0,25t R-Sport Aut. Navi+Leder+Xenon+Kamera+Shz
69841,ford,Ford Kuga,red,11/2019,2019,20000-30000 EUR,110.0,150.0,Manual,Petrol,7 l/100 km,175 g/km,72051.0,COOL & CONNECT 1.5 EcoBoost 4x2 110kW Sports Utili
163776,peugeot,Peugeot 208,white,05/2022,2022,20000-30000 EUR,74.0,101.0,Automatic,Petrol,"5,4 l/100 km",122 g/km,100.0,PureTech 100 EAT8 Active Pack
45469,citroen,Citroen C5 Aircross,green,01/2019,2019,20000-30000 EUR,133.0,181.0,Automatic,Petrol,,#NAME?,23700.0,Feel Puretech 82 Klima EPH
120619,mercedes-benz,Mercedes-Benz CLA 200,silver,01/2017,2017,20000-30000 EUR,100.0,136.0,Manual,Diesel,4 l/100 km,104 g/km,53000.0,200 CLA -Klasse CDI  1 Hand Leder Multi
82192,hyundai,Hyundai i30,black,05/2021,2021,20000-30000 EUR,117.0,159.0,Manual,Petrol,"5,4 l/100 km",124 g/km,29995.0,1.5 T-GDI N-Line LED|NAVI|PANO|DAB
66130,ford,Ford S-Max,black,11/2017,2017,20000-30000 EUR,132.0,179.0,Automatic,Diesel,"5,8 l/100 km",153 g/km,114938.0,2.0 TDCi Titanium AWD Aut. Leder/BLIS
13219,audi,Audi A5,grey,04/2017,2017,20000-30000 EUR,140.0,190.0,Manual,Petrol,"5,7 l/100 km",130 g/km,115000.0,Coupe sport Coup 2.0 TFSI S line Panoramadach
183643,seat,SEAT Leon,blue,12/2020,2020,20000-30000 EUR,150.0,204.0,Automatic,Hybrid,,#NAME?,26900.0,FR 1.4 eHYBRID DSG KAMERA KESSY NAVI FULL LINK SHZ
116520,mercedes-benz,Mercedes-Benz CLA 200,silver,07/2015,2015,20000-30000 EUR,115.0,156.0,Automatic,Petrol,6 l/100 km,142 g/km,36083.0,"Shooting Brake Orange Art Edition, Xenon, Panoram"
100608,mazda,Mazda 6,blue,10/2021,2021,20000-30000 EUR,135.0,184.0,Automatic,Diesel,"5,1 l/100 km",219 g/km,41660.0,Kombi Sports-Line LED+NAVI+Bose+Head-up
69346,ford,Ford Ranger,grey,02/2019,2019,20000-30000 EUR,147.0,200.0,Automatic,Diesel,,#NAME?,133000.0,3.2 TDCI / NAVI / AHK / OFFROAD/HARDTOP
239225,volkswagen,Volkswagen Tiguan,red,09/2019,2019,20000-30000 EUR,110.0,150.0,Manual,Petrol,"5,7 l/100 km",131 g/km,11787.0,1.5 IQ.DRIVE SHZ HUD NAVI LED ACC AID
181225,seat,SEAT Ateca,white,02/2018,2018,20000-30000 EUR,140.0,190.0,Automatic,Petrol,7 l/100 km,159 g/km,82900.0,2.0 TSI FR 4Drive *LEDER*STHZNG*360°„*PANO*
90226,kia,Kia Rio,red,12/2019,2019,20000-30000 EUR,62.0,84.0,Manual,Petrol,"4,8 l/100 km",109 g/km,34699.0,"Dream Team 1,2 SHZ,LHZ,RFK,AAC Klima"
79694,hyundai,Hyundai IONIQ,blue,04/2018,2018,20000-30000 EUR,104.0,141.0,Automatic,Hybrid,"3,4 l/100 km",79 g/km,58976.0,"Premium Hybrid LEDER XEN NAV SHZ 17"""
197246,skoda,Skoda Superb,white,11/2019,2019,20000-30000 EUR,140.0,190.0,Automatic,Petrol,"6,2 l/100 km",140 g/km,57749.0,2.0 TSI /Mod.2020/ACC/VC/Pano/Memo/Kessy
22443,audi,Audi A1,black,03/2023,2023,20000-30000 EUR,70.0,95.0,Manual,Petrol,"4,7 l/100 km",108 g/km,1589.0,advanced 25TFSI 95PS Schaltgetriebe
233479,volkswagen,Volkswagen Tiguan,blue,08/2017,2017,20000-30000 EUR,162.0,220.0,Automatic,Petrol,"7,8 l/100 km",180 g/km,156647.0,Highline 4Mo 2.0 TSI DSG R-Line NAVI ACC Klima
5856,audi,Audi S5,black,05/2011,2011,20000-30000 EUR,320.0,435.0,Automatic,Petrol,"9,7 l/100 km",224 g/km,169000.0,Cabrio 3.0 TFSI  V6T  320 KW  quattro
73539,ford,Ford Kuga,silver,01/2021,2021,20000-30000 EUR,110.0,150.0,Manual,Diesel Hybrid,5 l/100 km,132 g/km,2739.0,972 Kuga 2.0 EcoBlue Hybrid MHEV ST-Line X
183839,seat,SEAT Ateca,grey,03/2020,2020,20000-30000 EUR,110.0,150.0,Automatic,Diesel,"4,7 l/100 km",123 g/km,31469.0,"2.0 TDI FR Pano,19Zoll,Navi,beats Bluetooth"
157471,opel,Opel Combo,grey,02/2023,2023,20000-30000 EUR,75.0,102.0,Manual,Diesel,"6,1 l/100 km",161 g/km,5.0,Cargo Edition 1.5 D PDC FREISPRECH (36)
5532,audi,Audi A7,grey,11/2011,2011,20000-30000 EUR,180.0,245.0,Automatic,Diesel,"5,9 l/100 km",156 g/km,109788.0,Sportback 3.0 TDI quattro*Navi*Leder*Xenon*
155513,opel,Opel Insignia,silver,08/2021,2021,20000-30000 EUR,128.0,174.0,Automatic,Diesel,"4,3 l/100 km",113 g/km,51325.0,B Sports Tourer Elegance
208821,toyota,Toyota Proace City,grey,09/2020,2020,20000-30000 EUR,81.0,110.0,Manual,Petrol,"5,3 l/100 km",121 g/km,42876.0,"Verso 1.2 Turbo L2 Team Deutschland, 7-Sitzer"
200143,skoda,Skoda Kamiq,blue,08/2022,2022,20000-30000 EUR,81.0,110.0,Automatic,Petrol,"4,7 l/100 km",111 g/km,20000.0,"Monte Carlo 1,0l TSI Klima PDCv+h Navi"
136647,nissan,Nissan Qashqai,white,09/2020,2020,20000-30000 EUR,117.0,159.0,Automatic,Petrol,"6,8 l/100 km",154 g/km,24904.0,N-Connecta Automatik NAVI LED SHZ PDC FLA KAM SHZ
150389,opel,Opel Insignia,white,09/2018,2018,20000-30000 EUR,125.0,170.0,Automatic,Diesel,"5,3 l/100 km",#NAME?,76800.0,Insignia Sports Tourer 2.0 Diesel Aut. Innovation
63154,ford,Ford Mustang,black,06/2015,2015,20000-30000 EUR,233.0,317.0,Automatic,Petrol,"8,8 l/100 km",#NAME?,88754.0,2.3 Eco Boost Aut.
37821,bmw,BMW 218,grey,01/2018,2018,20000-30000 EUR,100.0,136.0,Automatic,Petrol,"5,6 l/100 km",130 g/km,64500.0,i Gran Tourer Advantage 7-Sitzer Leder Sportsitze
47498,citroen,Citroen C3 Aircross,red,02/2023,2023,20000-30000 EUR,96.0,131.0,Automatic,Petrol,5 l/100 km,114 g/km,10000.0,Shine PureTech 130 S&S EAT6 Allwett
56527,fiat,Fiat 500C,red,12/2022,2022,20000-30000 EUR,51.0,69.0,Manual,Petrol,"4,1 l/100 km",120 g/km,10.0,Cabrio Club Mild Hybrid *sofort verf®πgbar / begren
208703,toyota,Toyota Corolla,blue,09/2020,2020,20000-30000 EUR,72.0,98.0,Automatic,Hybrid,"3,3 l/100 km",76 g/km,35000.0,Hybrid Business Edition
72985,ford,Ford Puma,red,05/2021,2021,20000-30000 EUR,114.0,155.0,Manual,Petrol,,#NAME?,23730.0,Mild Hyb. EU6d ST- Line X+Panoramadach+R®πckfahrkam
187252,seat,SEAT Arona,black,05/2022,2022,20000-30000 EUR,70.0,95.0,Manual,Petrol,"4,8 l/100 km",110 g/km,4300.0,"Xperience 1.0 TSI Xperience, Navi, ACC, Kamera,..."
196278,skoda,Skoda Superb,red,03/2019,2019,20000-30000 EUR,110.0,150.0,Manual,Diesel,"4,4 l/100 km",115 g/km,69700.0,"Combi 2,0TDI Style EURO6DT GARANTIE"
16623,audi,Audi Q3,blue,07/2019,2019,20000-30000 EUR,110.0,150.0,Manual,Petrol,,#NAME?,37300.0,35 TFSI ADVANCED AHK ACC LED NAV VIRTUAL+
45976,citroen,Citroen C5 Aircross,grey,09/2020,2020,20000-30000 EUR,132.0,179.0,Automatic,Petrol,,0 g/km,51165.0,C5 AIRCROSS FEEL PT 180 AUTO
206631,toyota,Toyota RAV 4,brown,09/2016,2016,20000-30000 EUR,114.0,155.0,Automatic,Hybrid,5 l/100 km,116 g/km,122500.0,Edition Hybrid+SHZ+PDC+RFK+LED+GRA+Tel+eHK
183886,seat,SEAT Leon,grey,03/2020,2020,20000-30000 EUR,110.0,150.0,Automatic,Petrol,"5,2 l/100 km",118 g/km,37976.0,ST FR Plus DSG 1.5 TSI AHK+Beats+Pano+FA4+B
202899,skoda,Skoda Fabia,silver,03/2023,2023,20000-30000 EUR,81.0,110.0,Automatic,Petrol,"5,6 l/100 km",128 g/km,4500.0,Monte Carlo DSG Dach schwarz Navi PDC Klima Navi
113604,mercedes-benz,Mercedes-Benz C 220,white,06/2013,2013,20000-30000 EUR,125.0,170.0,Automatic,Diesel,"4,4 l/100 km",117 g/km,75000.0,CoupeBlueEfficiency//PANO//AMG//PDC//NAVI/
242019,volkswagen,Volkswagen Caddy,bronze,03/2021,2021,20000-30000 EUR,75.0,102.0,Manual,Diesel,"4,9 l/100 km",129 g/km,34900.0,Life 2.0 TDI AHK SpurH GRA PDC SHZ NAVI
240134,volkswagen,Volkswagen Golf,white,12/2019,2019,20000-30000 EUR,110.0,150.0,Automatic,Diesel,"4,4 l/100 km",#NAME?,87000.0,2.0 TDI SCR DSG Join
47039,citroen,Citroen C3,red,11/2022,2022,20000-30000 EUR,81.0,110.0,Manual,Petrol,"5,3 l/100 km",120 g/km,5.0,V Feel Pack 1.2PT110 S+S * Techwood * Sitzheitu...
14417,audi,Audi TT,white,11/2017,2017,20000-30000 EUR,169.0,230.0,Manual,Petrol,"5,9 l/100 km",#NAME?,116450.0,Audi TT Coupe 2.0 TFSI
199914,skoda,Skoda Octavia,white,08/2021,2021,20000-30000 EUR,110.0,150.0,Manual,Petrol,"5,1 l/100 km",117 g/km,30000.0,Ambition Combi (NX5) neuwertig!
220323,volkswagen,Volkswagen Passat Variant,black,03/2009,2009,20000-30000 EUR,220.0,299.0,Automatic,Petrol,"9,9 l/100 km",#NAME?,103207.0,Passat R36 Variant VR6 FSI DSG E-Exhaust Dynaudio
76765,honda,Honda HR-V,white,02/2018,2018,20000-30000 EUR,96.0,131.0,Manual,Petrol,"5,6 l/100 km",130 g/km,37454.0,1.5 i-VTEC Elegance PDC SHZ LM HSS USB
176486,renault,Renault Captur,blue,06/2023,2023,20000-30000 EUR,103.0,140.0,Automatic,Petrol,"5,9 l/100 km",133 g/km,10.0,TCe Mild Hybrid 140 EDC GPF TECHNO NAVI WINTER-PKT
201665,skoda,Skoda Fabia,blue,02/2023,2023,20000-30000 EUR,81.0,110.0,Automatic,Petrol,,#NAME?,1800.0,Ambition
192756,skoda,Skoda Fabia,grey,09/2017,2017,20000-30000 EUR,81.0,110.0,Manual,Petrol,"4,4 l/100 km",103 g/km,96029.0,1.0 TSI Ambition*PDC*TEMPO*SHZ*KLIMA*
245181,volkswagen,Volkswagen T-Cross,orange,04/2022,2022,20000-30000 EUR,81.0,110.0,Automatic,Petrol,5 l/100 km,114 g/km,8650.0,"Life 1.0 TSI DSG, ACC, Klimaautomatik"
200557,skoda,Skoda Kamiq,grey,08/2022,2022,20000-30000 EUR,110.0,150.0,Automatic,Petrol,"6,2 l/100 km",0 g/km,17884.0,1.5 TSI DSG Scoutline ACC LED PDC R.Kamera
154771,opel,Opel Insignia,brown,06/2021,2021,20000-30000 EUR,128.0,174.0,Automatic,Diesel,"4,3 l/100 km",#NAME?,20333.0,B ST 2.0 Aut Elegance Navi-PRO Allwetter LED-Licht
50007,dacia,Dacia Jogger,brown,12/2022,2022,20000-30000 EUR,74.0,101.0,Manual,Petrol,,#NAME?,4500.0,Jogger TCe 100 ECO-G Extreme+
15168,audi,Audi A5,grey,09/2018,2018,20000-30000 EUR,140.0,190.0,Automatic,Diesel,"4,2 l/100 km",109 g/km,123237.0,2.0 Sportback Sport 8 Fach-Bereift T®πv Neu
113790,mercedes-benz,Mercedes-Benz Sprinter,white,10/2013,2013,20000-30000 EUR,120.0,163.0,Manual,Diesel,"8,2 l/100 km",217 g/km,116700.0,"2,2 CDI Koffer, Hebeb®πhne, Klima, AHK,"
195679,skoda,Skoda Karoq,blue,04/2019,2019,20000-30000 EUR,85.0,116.0,Manual,Petrol,"4,4 l/100 km",116 g/km,20555.0,"1,0 TSI Soleil, Klima, Alu, LED, EPH, FSE"
72297,ford,Ford Kuga,white,12/2020,2020,20000-30000 EUR,140.0,190.0,Automatic,Diesel,"4,8 l/100 km",126 g/km,145000.0,Titanium AUTOMATIK+NAVI+LED+KAMERA+HUD
186724,seat,SEAT Arona,green,03/2022,2022,20000-30000 EUR,81.0,110.0,Automatic,Petrol,6 l/100 km,"137,1 g/km",9800.0,1.0 TSI DSG XPERIENCE+LED+NAVI+VIRTUALCOCK+
185035,seat,SEAT Ateca,blue,02/2021,2021,20000-30000 EUR,110.0,150.0,Automatic,Diesel,"4,5 l/100 km",118 g/km,67325.0,2.0 TDI Xperience ACC LED BeatsAudio Navi 18
240176,volkswagen,Volkswagen T-Roc,white,06/2019,2019,20000-30000 EUR,140.0,190.0,Automatic,Petrol,"6,6 l/100 km",#NAME?,50000.0,2.0 TSI  DSG 4MOTION Sport R-Line Exterieur
133049,mini,MINI One,grey,05/2022,2022,20000-30000 EUR,75.0,102.0,Manual,Petrol,"5,2 l/100 km",128 g/km,8900.0,Clubman Cooper D Classic Trim Klimaaut. AHK RFT
158366,opel,Opel Mokka,silver,02/2023,2023,20000-30000 EUR,96.0,131.0,Manual,Petrol,"5,5 l/100 km",124 g/km,4900.0,"1,2 Turbo GS LINE Klimaaut., PDC,"
17309,audi,Audi A4,red,07/2019,2019,20000-30000 EUR,140.0,190.0,Automatic,Diesel,"5,3 l/100 km",139 g/km,94587.0,AVANT 40TDi 17Z./NAV+/APS+/PHONEBOX/SHZ/TEMP.
93571,lada,Lada Niva,white,05/2023,2023,20000-30000 EUR,61.0,83.0,Manual,Petrol,"9,5 l/100 km",260 g/km,50.0,LEGEND 4x4 LAST EDITION+LEDER+LED+SCHNORCHEL
122925,mercedes-benz,Mercedes-Benz B 200,white,06/2018,2018,20000-30000 EUR,115.0,156.0,Automatic,Petrol,"5,7 l/100 km",130 g/km,13999.0,7G-DCT Urban+LED+Navi+Park-Assist+PDC+
8214,audi,Audi A6,white,09/2013,2013,20000-30000 EUR,230.0,313.0,Automatic,Diesel,"6,3 l/100 km",#NAME?,175141.0,A6 3.0 TDI DPF quattro tiptronic
210083,toyota,Toyota Yaris,white,09/2021,2021,20000-30000 EUR,68.0,92.0,Automatic,Petrol,"2,8 l/100 km",64 g/km,3500.0,Hybrid Team D (XP21)
184208,seat,SEAT Ateca,black,02/2020,2020,20000-30000 EUR,110.0,150.0,Automatic,Petrol,"5,4 l/100 km",124 g/km,25568.0,Style Navi LED R®πckfahrkamera SHZ
192665,skoda,Skoda Octavia,grey,11/2017,2017,20000-30000 EUR,135.0,184.0,Manual,Diesel,"4,5 l/100 km",119 g/km,121300.0,Combi 2.0 TDI RS Navi LED 18''LM DAB
121814,mercedes-benz,Mercedes-Benz Vito,green,09/2018,2018,20000-30000 EUR,100.0,136.0,Automatic,Diesel,"6,6 l/100 km",174 g/km,100000.0,114CDI Lang*AUTOMATIK*KAMERA*NAVI*KLIMAAUT*TEMP*SZ
186171,seat,SEAT Arona,blue,05/2022,2022,20000-30000 EUR,81.0,110.0,Manual,Petrol,"5,3 l/100 km",120 g/km,7873.0,Style Navi*Led*inkl.3 Jahre Garantieverl?nger.*vir
123049,mercedes-benz,Mercedes-Benz CLA 180,white,08/2018,2018,20000-30000 EUR,90.0,122.0,Automatic,Petrol,"6,6 l/100 km",150 g/km,43000.0,7G-DCT UrbanStyle Edition+Panorama+18  AMG Felgen
136475,nissan,Nissan Qashqai,black,03/2020,2020,20000-30000 EUR,117.0,159.0,Automatic,Petrol,"5,8 l/100 km",131 g/km,20500.0,"1,3 DIG -T Tekna+| LED | Bose | Propilot"
208618,toyota,Toyota Corolla,white,04/2019,2019,20000-30000 EUR,90.0,122.0,Automatic,Petrol,"3,3 l/100 km",76 g/km,31018.0,Hybrid / Kamera / Navi / SHZ / LED
213517,toyota,Toyota Proace City,white,04/2023,2023,20000-30000 EUR,81.0,110.0,Manual,Petrol,"5,3 l/100 km",121 g/km,1900.0,"1.2 Turbo L1 Team D, R®π-Kamera"
35276,bmw,BMW X3,silver,01/2016,2016,20000-30000 EUR,140.0,190.0,Automatic,Diesel,"4,9 l/100 km",129 g/km,122047.0,xDrive20d AHK+Klimaaut.+Hifi+PDC+SHZ Head-Up
184255,seat,SEAT Leon,black,12/2020,2020,20000-30000 EUR,150.0,204.0,Unknown,Petrol,"1,4 l/100 km",32 g/km,8600.0,Leon 1.4 e-HYBRID FR 150 kW / 204 PS - DSG-Automat
130668,mini,MINI Cooper S Clubman,black,08/2017,2017,20000-30000 EUR,141.0,192.0,Automatic,Petrol,"6,2 l/100 km",147 g/km,78500.0,HARMAN+PANO+AHK+LED+E-SITZE+JCW
111709,mercedes-benz,Mercedes-Benz CLS 350,grey,03/2012,2012,20000-30000 EUR,195.0,265.0,Automatic,Diesel,6 l/100 km,159 g/km,99000.0,CDI BlueEFFICIENCY LED erst 99.000 KM
121993,mercedes-benz,Mercedes-Benz A 180,red,12/2018,2018,20000-30000 EUR,100.0,136.0,Manual,Petrol,"6,1 l/100 km",139 g/km,58069.0,Style LED AHK NaviPremiumMBUX Park Totwin Klima
94246,land-rover,Land Rover Discovery,black,02/2015,2015,20000-30000 EUR,188.0,256.0,Automatic,Diesel,8 l/100 km,212 g/km,169124.0,4 SDV6 HSE Leder/Pano/Navi/Ahk./Cam
186047,seat,SEAT Ibiza,white,11/2021,2021,20000-30000 EUR,70.0,95.0,Manual,Petrol,"4,5 l/100 km",104 g/km,18100.0,Ibiza 1.0 TSI Style 95PS PDC Kamera Licht&Sicht Fu
56288,fiat,Fiat 500X,grey,03/2022,2022,20000-30000 EUR,110.0,150.0,Automatic,Petrol,"5,9 l/100 km",135 g/km,7500.0,DOLCEVITA SPORT 1.3 Turbo Benzin DCT
92298,kia,Kia Ceed SW / cee'd SW,white,07/2022,2022,20000-30000 EUR,118.0,160.0,Manual,Petrol,6 l/100 km,136 g/km,30.0,"Ceed Sportswagon 1,5 T-GDI+Navi+LED+Alu16°‰°‰"
151203,opel,Opel Combo Life,grey,08/2019,2019,20000-30000 EUR,96.0,131.0,Automatic,Diesel,"4,3 l/100 km",113 g/km,48100.0,INNOVATION Life E Aut. NAVI-HUD-R.CAM-PANO-KEYLESS
213060,toyota,Toyota Yaris,silver,02/2023,2023,20000-30000 EUR,90.0,122.0,Automatic,Hybrid,"2,8 l/100 km",64 g/km,10.0,1.5l Team D Klima Kamera Sitzheizung
231743,volkswagen,Volkswagen Touran,brown,03/2016,2016,20000-30000 EUR,110.0,150.0,Automatic,Petrol,"5,4 l/100 km",125 g/km,130500.0,Highline BMT 1.4 TSI DSG~LED~NAVI~PANO
234730,volkswagen,Volkswagen Tiguan,black,12/2017,2017,20000-30000 EUR,110.0,150.0,Manual,Diesel,"5,4 l/100 km",141 g/km,150000.0,TIGUAN 2.0 TDI BMT 4-MOTION SOUND 4xKAMERA NAVI
210232,toyota,Toyota C-HR,blue,07/2022,2022,20000-30000 EUR,112.0,152.0,Automatic,Hybrid,4 l/100 km,92 g/km,19750.0,2.0 Hybrid Team D KAMERA NAVI LED ACC
132797,mini,MINI One,red,06/2021,2021,20000-30000 EUR,75.0,102.0,Manual,Petrol,5 l/100 km,116 g/km,8840.0,3-T®πrer Classic Trim LED Klimaautom SHZ PDC
239856,volkswagen,Volkswagen Tiguan Allspace,silver,12/2019,2019,20000-30000 EUR,176.0,239.0,Automatic,Diesel,"6,4 l/100 km",167 g/km,158148.0,Highline 2.0 TDI 4MOTION DSG *R-Line* Klima Navi
245137,volkswagen,Volkswagen T-Cross,orange,03/2022,2022,20000-30000 EUR,81.0,110.0,Automatic,Petrol,5 l/100 km,114 g/km,30660.0,1.0TSI Active DSG Navi
81394,hyundai,Hyundai KONA,white,04/2019,2019,20000-30000 EUR,150.0,204.0,Automatic,Electric,,0 g/km,13068.0,Trend Elektro Navi*Sitzheizung*ACC
243827,volkswagen,Volkswagen Golf GTE,blue,12/2022,2022,20000-30000 EUR,110.0,150.0,Automatic,Petrol,"0,2 l/100 km",27 g/km,9990.0,"GTE 1,4 l eHybrid OPF 110 kW (150 PS) / 80"
245086,volkswagen,Volkswagen T-Cross,orange,06/2022,2022,20000-30000 EUR,81.0,110.0,Automatic,Petrol,"5,1 l/100 km",114 g/km,2500.0,Active 1.0 TSI DSG LED ACC NAVI KAM
179442,seat,SEAT Leon,grey,09/2017,2017,20000-30000 EUR,221.0,300.0,Automatic,Petrol,"7,2 l/100 km",164 g/km,67000.0,Cupra 300 4Drive ST (5F8)
118078,mercedes-benz,Mercedes-Benz E 220,black,12/2016,2016,20000-30000 EUR,143.0,194.0,Automatic,Diesel,"4,5 l/100 km",#NAME?,111000.0,d 9G-TRONIC Avantgarde
182118,seat,SEAT Ateca,grey,07/2019,2019,20000-30000 EUR,110.0,150.0,Manual,Petrol,"6,9 l/100 km",156 g/km,29330.0,1.5 TSI Xcellence AHK NAVI KAMERA GRA KESSY
